,0
grossProfit,0.002104787557135638
totalRevenue,0.002219843143344803
costOfRevenue,0.0022988949517511337
costofGoodsAndServicesSold,0.0020532618202130596
operatingIncome,0.0018806646512281294
sellingGeneralAndAdministrative,0.0020248471545750435
operatingExpenses,0.00217906260994931
interestExpense,0.002133473742358659
depreciationAndAmortization,0.002079941257305931
incomeBeforeTax,0.002281781727136955
incomeTaxExpense,0.0020971257511650685
netIncomeFromContinuingOperations,0.0022312630647963014
comprehensiveIncomeNetOfTax,0.002045957365916704
ebit,0.0022969298475712437
ebitda,0.0023294709907915583
netIncome_x,0.0021389758439129933
totalAssets,0.0021116791552237635
totalCurrentAssets,0.0025840929682985803
cashAndCashEquivalentsAtCarryingValue,0.00207296245739709
cashAndShortTermInvestments,0.0021672621433069575
totalNonCurrentAssets,0.0024786942296744197
propertyPlantEquipment,0.0023379764863903554
otherCurrentAssets,0.0031053299866497437
otherNonCurrrentAssets,0.002832775321088424
totalLiabilities,0.0021881758272851684
totalCurrentLiabilities,0.002265454508424113
totalNonCurrentLiabilities,0.0021719562741199633
shortLongTermDebtTotal,0.0020295306398314754
otherCurrentLiabilities,0.0024234565987590303
totalShareholderEquity,0.002022028268546034
retainedEarnings,0.0024498085115725408
commonStock,0.0021823463760593754
commonStockSharesOutstanding,0.002853782162300652
operatingCashflow,0.0022591219187102513
depreciationDepletionAndAmortization,0.00207178531881822
capitalExpenditures,0.0021829337905096054
profitLoss,0.0019773792508927103
cashflowFromInvestment,0.0021524380064424876
cashflowFromFinancing,0.0021337500758955457
proceedsFromRepurchaseOfEquity,0.0019434990672933714
changeInCashAndCashEquivalents,0.0020836920728634144
netIncome_y,0.0022529568103220993
reportedEPS,0.0028176822810863306
estimatedEPS,0.002323631271427896
surprise,0.0029697737589885324
surprisePercentage,0.003260762062357645
gros_tota,0.0029308678510907658
gros_cost,0.002489852151413897
gros_oper,0.0020004745265499928
gros_sell,0.002564824954279746
gros_inte,0.002651031924769478
gros_depr,0.00253834501119917
gros_inco,0.0019007767045016175
gros_netI,0.0022659994808035006
gros_comp,0.0020174791937064025
gros_ebit,0.0027778232304419633
gros_cash,0.0021337276399738857
gros_prop,0.0028404667841528813
gros_othe,0.002116434880205677
gros_shor,0.002209404649690671
gros_reta,0.002405081448425827
gros_comm,0.002479809283853483
gros_capi,0.00248590683296162
gros_prof,0.00210850920216419
gros_proc,0.0019671862141814886
gros_chan,0.0020283569374328473
gros_repo,0.0022458594288429813
gros_esti,0.0024330047468592826
gros_surp,0.002537533875943315
cost_tota,0.003059212113348553
cost_cost,0.0016136443663987438
cost_oper,0.0022293041839349004
cost_sell,0.002277362303374872
cost_inte,0.0024750419501328898
cost_depr,0.0019755208672736515
cost_inco,0.00228437641145298
cost_netI,0.0021815723547664884
cost_comp,0.002137896863220932
cost_ebit,0.002597603376035328
cost_cash,0.0025009680625471516
cost_prop,0.002402920198416554
cost_othe,0.002433142839820276
cost_shor,0.002437595046873666
cost_reta,0.002630453850866567
cost_comm,0.002400767243924552
cost_capi,0.0019306341293601251
cost_prof,0.0019402740991252404
cost_proc,0.0016024369034877766
cost_chan,0.0019246150587672265
cost_repo,0.0025638298187923366
cost_esti,0.002546208618828745
cost_surp,0.0024760801793116847
oper_tota,0.0026180259415995626
oper_cost,0.0022512300878145645
oper_sell,0.002292286066350387
oper_oper,0.002338711385947274
oper_inte,0.002399774410086151
oper_depr,0.002354723592917164
oper_inco,0.001936978696078427
oper_netI,0.0021531264196930928
oper_comp,0.0021212305992549235
oper_ebit,0.0024629020191161465
oper_cash,0.0021716950938847233
oper_prop,0.0023832795720956377
oper_othe,0.0021669639572061117
oper_shor,0.0018989435950045102
oper_reta,0.0024258305823775896
oper_comm,0.0026029990278027414
oper_capi,0.0022007043929141257
oper_prof,0.0021735250682212532
oper_proc,0.001750978769077048
oper_chan,0.0018875533966118995
oper_repo,0.00219152817850388
oper_esti,0.0026670183352462407
oper_surp,0.0024368673525788113
depr_tota,0.0023535494071279
depr_cost,0.002230116190460657
depr_sell,0.0022520700561858096
depr_inte,0.002523042433590636
depr_inco,0.0023795874641086793
depr_netI,0.0020487566451659247
depr_comp,0.0018274700085488108
depr_ebit,0.002416380379494091
depr_cash,0.002201855333938622
depr_prop,0.0024278079768165657
depr_othe,0.002567590401031351
depr_shor,0.0020677698586085594
depr_reta,0.002324372329985831
depr_comm,0.0023498766069005046
depr_oper,0.0021249500139560603
depr_depr,0.0016315603991546184
depr_capi,0.0019193176158679916
depr_prof,0.0017007371437468802
depr_proc,0.0017515791990569485
depr_chan,0.002014036721151564
depr_repo,0.0022785509488780944
depr_esti,0.002514382697312857
depr_surp,0.002584667303499651
inco_tota,0.0024834560962195794
inco_cost,0.0019198124203275893
inco_sell,0.0020224143306657137
inco_inte,0.002393677744730057
inco_inco,0.0021955778104335998
inco_netI,0.0019335403041508014
inco_comp,0.0014848404846701968
inco_ebit,0.0022753158225976935
inco_cash,0.0020911762474262303
inco_prop,0.0020840535529841617
inco_othe,0.0019426610663931044
inco_shor,0.0019510713747548192
inco_reta,0.0025008546349669664
inco_comm,0.002063375267292322
inco_oper,0.002009134576320394
inco_depr,0.0018186332513087172
inco_capi,0.0019918838861703882
inco_prof,0.0017025289639787358
inco_proc,0.0016870827420297984
inco_chan,0.0017775444931269597
inco_repo,0.0022137146859770203
inco_esti,0.002250794148678178
inco_surp,0.0019887392540634805
comp_tota,0.0015033944368261327
comp_cost,0.0017113588148872814
comp_sell,0.0019586413804802243
comp_inte,0.0020777542482648906
comp_inco,0.002125893925386423
comp_netI,0.0017038849027331863
comp_ebit,0.0022179104877949156
comp_cash,0.0019134870325495299
comp_prop,0.0019227568176831001
comp_othe,0.001861253600466971
comp_shor,0.0015867308809727515
comp_reta,0.0018489768794038572
comp_comm,0.0018403218209506157
comp_oper,0.001968654033146534
comp_depr,0.0017826827980051462
comp_capi,0.0018329526414687964
comp_prof,0.001756645673457937
comp_proc,0.001513008042072741
comp_chan,0.002068864560469836
comp_repo,0.0022541758689076084
comp_esti,0.001963621195478346
comp_surp,0.0021003069635224473
ebit_tota,0.0028151950306601553
ebit_cost,0.0025605962555582964
ebit_sell,0.0024372156917687638
ebit_inte,0.002189283617491736
ebit_inco,0.0020240826495929605
ebit_netI,0.0024331813107016506
ebit_ebit,0.0024407692692045737
ebit_cash,0.001955435928258364
ebit_prop,0.0022850803408920777
ebit_othe,0.002509163417048821
ebit_shor,0.0017733323705833243
ebit_reta,0.0031058074621683274
ebit_comm,0.0027478777626760583
ebit_oper,0.00259531480465416
ebit_depr,0.0024038597865640578
ebit_capi,0.0019772305074650153
ebit_prof,0.0016231237607569142
ebit_proc,0.0016600390967320075
ebit_chan,0.001899476178070253
ebit_repo,0.0021426934856585626
ebit_esti,0.002121313350258755
ebit_surp,0.0021008393766707746
tota_tota,0.0028637487666646638
tota_cost,0.0020802997840352585
tota_sell,0.0023276260818826115
tota_inte,0.0024815283993161203
tota_inco,0.0023763304489173827
tota_netI,0.0024689634607894155
tota_ebit,0.0024522182320581578
tota_cash,0.0020826917232886046
tota_prop,0.0024925527962090495
tota_othe,0.0022358324379221223
tota_shor,0.0020697138838264005
tota_reta,0.002167236324079453
tota_comm,0.0018585711933833812
tota_oper,0.0025002600814609736
tota_depr,0.0023891710108513865
tota_capi,0.0020168038512198535
tota_prof,0.0019309445626328778
tota_proc,0.0015309338106570822
tota_chan,0.0019437542130872688
tota_repo,0.002320228042783961
tota_esti,0.0023791672287208315
tota_surp,0.0021480169805897105
cash_tota,0.002583840349030762
cash_cost,0.002088928745644001
cash_sell,0.0026211606154065087
cash_inte,0.0024831003865356423
cash_inco,0.002207952524146718
cash_netI,0.002433854707822041
cash_ebit,0.002693497484362808
cash_cash,0.0021981950773519387
cash_prop,0.0021811208857263377
cash_othe,0.002240751319144693
cash_shor,0.0021711866749351116
cash_reta,0.0023235298841600737
cash_comm,0.002413805466360204
cash_oper,0.002152590824513615
cash_depr,0.0022551990817403504
cash_capi,0.0021407487765643133
cash_prof,0.002019419835979951
cash_proc,0.001628020629417658
cash_chan,0.0020663954566094924
cash_repo,0.001958483988980587
cash_esti,0.002259243057880332
cash_surp,0.0021225919883158303
othe_tota,0.002223862010759027
othe_cost,0.002558919243028618
othe_sell,0.002372154411252107
othe_inte,0.002412743130649792
othe_inco,0.0024646585177926917
othe_netI,0.002284999095007196
othe_ebit,0.0026508353797306716
othe_cash,0.0023962690866179935
othe_prop,0.0021946077346870103
othe_othe,0.0026352159977434206
othe_shor,0.002042943658854078
othe_reta,0.002430741930521251
othe_comm,0.002471384938816552
othe_oper,0.00256153992371297
othe_depr,0.002131384726635151
othe_capi,0.0019954804366496483
othe_prof,0.002116872272743769
othe_proc,0.0015562374792862687
othe_chan,0.0018888059160302824
othe_repo,0.0021858532947696655
othe_esti,0.002300528868667446
othe_surp,0.0022729986236676384
reta_tota,0.0022548744122218613
reta_cost,0.002047519483403308
reta_sell,0.0024872122009475402
reta_inte,0.002766115534645136
reta_inco,0.002199111204596297
reta_netI,0.002621401748389883
reta_ebit,0.0025218614294018915
reta_cash,0.002021719711085043
reta_prop,0.0024789892023495174
reta_othe,0.002289301709692764
reta_shor,0.00216328485791422
reta_comm,0.002120843331686799
reta_oper,0.0024751023072931604
reta_depr,0.00229746739157757
reta_capi,0.0023195314924426853
reta_prof,0.0018998438190979982
reta_proc,0.0015924610386581469
reta_chan,0.0020038550991909303
reta_repo,0.0023474703399325035
reta_esti,0.0023011094658518315
reta_surp,0.0021425099575252283
comm_tota,0.00298627945872176
comm_cost,0.0021163680382107874
comm_sell,0.0021398445095273957
comm_inte,0.002441879410355408
comm_inco,0.002316595111601705
comm_netI,0.0023239150421504066
comm_ebit,0.0024496165511574824
comm_cash,0.0022430425269140395
comm_prop,0.0023233404454448257
comm_othe,0.0027977838538978906
comm_shor,0.002300590097696692
comm_comm,0.0020591645173241428
comm_oper,0.0028043217971974272
comm_depr,0.0023234570347781757
comm_capi,0.002423518676014646
comm_prof,0.0017885670977691238
comm_proc,0.0017364932711027494
comm_chan,0.002116996886980361
comm_repo,0.002847897984070849
comm_esti,0.0026609535630632685
comm_surp,0.002569851762762605
prof_tota,0.0020960387861001487
prof_cost,0.0021040228201063644
prof_sell,0.0020399068197914884
prof_inte,0.001864640787278877
prof_inco,0.001938365541417704
prof_netI,0.0010532782416631126
prof_ebit,0.0018888252335777125
prof_cash,0.002137482299286965
prof_prop,0.0019671846919768927
prof_othe,0.001962656454640736
prof_shor,0.001625023516926125
prof_comm,0.002040166208425531
prof_oper,0.002015593471640256
prof_capi,0.0019288296964569886
prof_proc,0.0014533150964689296
prof_chan,0.0017463312925928912
prof_repo,0.00205671241325642
prof_esti,0.0021737680558818933
prof_surp,0.0020047867963192707
chan_tota,0.0019441177456976772
chan_cost,0.0019742163702637676
chan_sell,0.0021232199555086635
chan_inte,0.0019368401931424202
chan_inco,0.002114066503499124
chan_netI,0.0021942934325904456
chan_ebit,0.0019354146600356159
chan_cash,0.0021588585171187892
chan_prop,0.0017264563750400209
chan_othe,0.001859266120585191
chan_shor,0.0019895450721385665
chan_comm,0.0018463109830610712
chan_oper,0.001982368130298518
chan_capi,0.002146066309009627
chan_proc,0.0014291857841752464
chan_repo,0.002375925033534217
chan_esti,0.0022534638479407613
chan_surp,0.0018933500632109012
repo_tota,1.8948377612265467e-05
repo_cost,0.00019742904884204344
repo_sell,1.5191692123881813e-05
repo_inte,0.0001710537509284972
repo_inco,2.2586042288807174e-05
repo_netI,1.3256183009888646e-05
repo_ebit,1.1368816612515996e-05
repo_cash,0.00037954840538897505
repo_prop,0.0002198483890393382
repo_othe,0.00010301267514979128
repo_shor,0.0001333581620041229
repo_comm,0.0006035611930068981
repo_oper,6.134294815948776e-05
repo_capi,0.00039366141288830147
repo_proc,0.0003504361022518619
repo_esti,0.0026030432250339756
repo_surp,0.002493682741934752
surp_tota,0.0001396950149324243
surp_cost,0.00025902233022188486
surp_sell,0.0002075652157139592
surp_inte,0.0001917905109314028
surp_inco,0.00020146833035642055
surp_netI,0.00013525024305314676
surp_ebit,0.00012829534860297128
surp_cash,0.00014473464411371502
surp_prop,0.00022377885716351527
surp_othe,0.0001336557540078485
surp_shor,0.00011552541282969745
surp_comm,0.0003657549050656531
surp_oper,0.0001601055499099448
surp_capi,0.00026621279389177057
surp_proc,0.0002445393083174617
surp_esti,0.002245031978626381
surp_surp,0.002490206676549307
canarito_0,0.002096328058032404
canarito_1,0.002238003840803737
canarito_2,0.0018940444944008444
canarito_3,0.0021132440960193503
canarito_4,0.002099200410466395
canarito_5,0.0020319742244612835
canarito_6,0.001970185308043885
canarito_7,0.0019959026071090713
canarito_8,0.0019718556182335197
canarito_9,0.002059492600398699
canarito_10,0.0021187263551628033
canarito_11,0.0021934248323901627
canarito_12,0.0019527420533787406
canarito_13,0.002092267345114104
canarito_14,0.0020593058517382207
canarito_15,0.0021727068605240877
canarito_16,0.0022924801903373123
canarito_17,0.0022569319755057706
canarito_18,0.0019974053920668324
canarito_19,0.002219387311402012
canarito_20,0.0022123903575730166
canarito_21,0.002094009372819692
canarito_22,0.002537320860614773
canarito_23,0.0018257679757435453
canarito_24,0.0019812047147481446
canarito_25,0.00219459275603526
canarito_26,0.002036477546181856
canarito_27,0.002165651557201087
canarito_28,0.002117031899813135
canarito_29,0.002406942728493701
canarito_30,0.00209504431412222
canarito_31,0.0021757180797346344
canarito_32,0.0022272368616007444
canarito_33,0.0018679459332132783
canarito_34,0.002183154180150049
canarito_35,0.0019918128256374654
canarito_36,0.002229417576281077
canarito_37,0.0021497493747910314
canarito_38,0.001982749098667804
canarito_39,0.0021992993929638173
canarito_40,0.002169078656904307
canarito_41,0.0020390087209856693
canarito_42,0.0022128209784248866
canarito_43,0.0019545615259245206
canarito_44,0.0025181465037540335
canarito_45,0.002097311990339987
canarito_46,0.001829383029099538
canarito_47,0.0020772910998150193
canarito_48,0.002024622421235523
canarito_49,0.002350447463125272
canarito_50,0.0024192582940822964
canarito_51,0.002533826626863909
canarito_52,0.0019286038605540413
canarito_53,0.002012617438667129
canarito_54,0.0023948125335603856
canarito_55,0.002119542575585003
canarito_56,0.0022873487913263875
canarito_57,0.00205777885126306
canarito_58,0.002427282106440539
canarito_59,0.0022196186529826996
canarito_60,0.002386746838056557
canarito_61,0.001971541753900139
canarito_62,0.00208140915112987
canarito_63,0.0018657891412915567
canarito_64,0.0019572964835001586
canarito_65,0.0022867583199919516
canarito_66,0.0021609688895805703
canarito_67,0.0019146814052636591
canarito_68,0.0022956685828134276
canarito_69,0.0021714881071293953
canarito_70,0.002157848245622062
canarito_71,0.0021281006147611486
canarito_72,0.002206350141709069
canarito_73,0.002392169356432916
canarito_74,0.0021622545794007637
canarito_75,0.002270850163494718
canarito_76,0.002078508084845924
canarito_77,0.0019868536303558272
canarito_78,0.0019815970115709927
canarito_79,0.0024432547663296284
canarito_80,0.0020937516324287656
canarito_81,0.00230313622947233
canarito_82,0.002103544912465912
canarito_83,0.0018717027754342743
canarito_84,0.0022046869605859432
canarito_85,0.0021475890010429176
canarito_86,0.0021309520088613524
canarito_87,0.002200259530721272
canarito_88,0.002305853389163477
canarito_89,0.0021344624179930375
canarito_90,0.002076164485847247
canarito_91,0.0023558607671436355
canarito_92,0.0020134090932077066
canarito_93,0.002164007899085259
canarito_94,0.0021913096467639655
canarito_95,0.002159003815836364
canarito_96,0.002013403809246138
canarito_97,0.002364677546094755
canarito_98,0.002450854092448088
canarito_99,0.0022613871117742436
